School ID,School Name,School Type,City,State,ZIP Code,CPS Perf Level,Safety,Safety Score,Family Involvement,Family Score,Environment,Environment Score,Instruction,Instruction Score,Teachers,Teachers Score,Parent Engage,Parent Engage Score,Parent Env,Parent Env Score,Avg Student Atd,Misconduct Rate,Avg Teacher Atd,ISAT Exceed Math,ISAT Exceed Reading,College Enrollment,Community Area,Community Name,Ward,Police District
610384,Infinity Math Science and Technology High School,HS,Chicago,IL,60623,Level 2,Average,58,NDA,NDA,Strong,66,Strong,65,NDA,NDA,Average,51,Average,48,92.20%,7.5,96.00%,,,388,30,SOUTH LAWNDALE,22,10
610078,Inter-American Elementary Magnet School,ES,Chicago,IL,60613,Level 1,Strong,67,NDA,NDA,Average,50,Average,51,NDA,NDA,Average,51,Average,47,96.20%,3,96.20%,27.6,21.3,690,6,LAKE VIEW,44,19
609848,Ira F Aldridge Elementary School,ES,Chicago,IL,60827,Level 3,Weak,39,NDA,NDA,Weak,36,Weak,39,NDA,NDA,Average,49,Weak,46,92.90%,49,96.30%,7.7,7.2,285,54,RIVERDALE,9,5
610532,Irene C. Hernandez Middle School for the Advancement of Science,MS,Chicago,IL,60632,Not Enough Data,Weak,34,Weak,34,Weak,27,Weak,27,Weak,27,NDA,NDA,NDA,NDA,95.50%,14.8,96.20%,11.6,9.2,970,63,GAGE PARK,14,8
610125,Irma C Ruiz Elementary School,ES,Chicago,IL,60608,Level 2,Average,57,Average,59,Average,57,Strong,62,Average,56,Average,50,Average,51,95.50%,15.9,95.00%,10.7,12.8,916,31,LOWER WEST SIDE,25,10
610276,Irvin C Mollison Elementary School,ES,Chicago,IL,60653,Level 3,Average,44,NDA,NDA,Average,46,Weak,38,NDA,NDA,Average,52,Average,50,91.10%,36.1,94.30%,4.8,4.3,244,38,GRAND BOULEVARD,3,2
610103,Isabelle C O'Keeffe Elementary School,ES,Chicago,IL,60649,Level 3,Very Weak,17,NDA,NDA,Weak,28,Weak,29,NDA,NDA,Weak,40,Weak,43,92.10%,24.6,94.60%,3.4,6.7,575,43,SOUTH SHORE,5,3
610256,Jackie Robinson Elementary School,ES,Chicago,IL,60653,Level 3,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Weak,45,Average,47,90.50%,47.9,93.80%,6.5,6.4,140,36,OAKLAND,4,2
609797,Jacob Beidler Elementary School,ES,Chicago,IL,60612,Level 2,Strong,63,NDA,NDA,Strong,70,Average,58,NDA,NDA,NDA,NDA,NDA,NDA,95.40%,0.7,96.60%,14.3,5.1,411,27,EAST GARFIELD PARK,27,13
609766,Jacqueline B Vaughn Occupational High School,HS,Chicago,IL,60641,Not Enough Data,Average,57,Strong,72,Weak,33,Weak,20,Strong,69,Strong,63,Strong,57,87.60%,3.7,95.50%,,,203,15,PORTAGE PARK,38,16
609912,James B Farnsworth Elementary School,ES,Chicago,IL,60630,Level 2,Average,55,Strong,62,Average,40,Weak,38,Average,59,Strong,55,Average,50,94.20%,1.7,95.60%,30.7,25.6,574,11,JEFFERSON PARK,45,16
610070,James B McPherson Elementary School,ES,Chicago,IL,60640,Level 2,Strong,71,NDA,NDA,Average,48,Weak,38,NDA,NDA,Average,52,Strong,54,96.50%,1.2,96.30%,15.4,15.9,695,4,LINCOLN SQUARE,47,19
610066,James E McDade Elementary Classical School,ES,Chicago,IL,60619,Level 1,Very Strong,99,NDA,NDA,Average,57,Average,52,NDA,NDA,Strong,61,Average,52,96.20%,0,94.30%,73.3,74.1,199,44,CHATHAM,6,6
609803,James G Blaine Elementary School,ES,Chicago,IL,60613,Level 1,Very Strong,99,NDA,NDA,Strong,76,Strong,74,NDA,NDA,Weak,40,Weak,46,96.40%,2.1,96.00%,61.3,50.1,923,6,LAKE VIEW,44,19
609983,James Hedges Elementary School,ES,Chicago,IL,60609,Level 2,Weak,22,NDA,NDA,Weak,22,Weak,24,NDA,NDA,Weak,41,Weak,45,95.40%,48.8,96.50%,12.6,6.8,845,61,NEW CITY,20,9
610047,James Madison Elementary School,ES,Chicago,IL,60619,Level 2,Weak,39,NDA,NDA,Weak,32,Weak,28,NDA,NDA,NDA,NDA,NDA,NDA,94.90%,12.4,97.70%,14.1,5.1,317,43,SOUTH SHORE,5,3
610074,James Monroe Elementary School,ES,Chicago,IL,60647,Level 2,Average,45,NDA,NDA,Weak,26,Weak,22,NDA,NDA,Average,47,Average,47,95.10%,22.1,95.80%,15.5,11.6,1125,22,LOGAN SQUARE,35,25
610200,James N Thorp Elementary School,ES,Chicago,IL,60617,Level 3,Weak,32,NDA,NDA,Weak,39,Weak,39,NDA,NDA,NDA,NDA,NDA,NDA,91.80%,45.4,95.90%,8.7,3.6,449,46,SOUTH CHICAGO,10,4
610107,James Otis Elementary School,ES,Chicago,IL,60622,Level 1,Very Strong,83,Very Strong,92,Strong,67,Average,58,Very Strong,94,Strong,54,Strong,54,95.50%,3.2,96.50%,21.8,11.1,491,24,WEST TOWN,27,13
609891,James R Doolittle Jr Elementary School,ES,Chicago,IL,60616,Level 3,Weak,30,NDA,NDA,Weak,25,Average,46,NDA,NDA,Weak,44,Average,47,91.40%,134.8,94.70%,2.2,1.1,306,35,DOUGLAS,4,2
610044,James Russell Lowell Elementary School,ES,Chicago,IL,60651,Level 2,Weak,39,NDA,NDA,Weak,39,Average,40,NDA,NDA,Weak,45,Average,52,93.20%,11.2,95.70%,10.2,8.2,593,23,HUMBOLDT PARK,26,14
610174,James Shields Elementary School,ES,Chicago,IL,60632,Level 2,Weak,38,NDA,NDA,Average,57,Average,58,NDA,NDA,Average,50,Average,50,97.00%,13.9,97.00%,18.3,12.7,1834,58,BRIGHTON PARK,12,9
610213,James Wadsworth Elementary School,ES,Chicago,IL,60637,Level 3,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Average,47,Average,49,92.20%,8,95.50%,5.4,5.4,277,42,WOODLAWN,20,3
610217,James Ward Elementary School,ES,Chicago,IL,60616,Level 1,Average,49,Strong,65,Average,50,Average,46,Average,56,Average,48,Weak,43,97.80%,1.3,96.90%,51.1,23.8,492,34,ARMOUR SQUARE,11,9
610274,James Weldon Johnson Elementary School,ES,Chicago,IL,60623,Level 2,Strong,67,Weak,38,Strong,61,Strong,75,Strong,66,Average,51,Strong,54,94.70%,1.4,97.50%,8.9,5,365,29,NORTH LAWNDALE,24,10
609772,Jane Addams Elementary School,ES,Chicago,IL,60617,Level 2,Average,56,Average,50,Average,44,Average,46,Average,44,Average,53,Average,53,96.00%,5,96.80%,19.3,15.9,928,52,EAST SIDE,10,4
610093,Jane A Neil Elementary School,ES,Chicago,IL,60619,Level 3,Average,42,Average,41,Weak,27,Weak,28,Weak,36,Average,52,Average,53,88.90%,5,94.60%,11.4,7.1,306,44,CHATHAM,6,6
609796,Jean Baptiste Beaubien Elementary School,ES,Chicago,IL,60630,Level 1,Strong,63,NDA,NDA,Average,49,Average,47,NDA,NDA,NDA,NDA,NDA,NDA,95.70%,7.4,96.30%,49.1,41.8,1181,11,JEFFERSON PARK,45,16
610031,Jean D Lafayette Elementary School,ES,Chicago,IL,60622,Level 3,Average,44,Average,53,Average,43,Weak,38,Strong,72,Average,52,Average,52,94.10%,14.3,96.30%,8.3,6.2,474,24,WEST TOWN,1,13
610271,Jensen Elementary Scholastic Academy,ES,Chicago,IL,60612,Level 2,Weak,35,Average,41,Average,42,Strong,67,Average,40,Weak,46,Average,47,93.10%,17.2,95.30%,20.2,11.7,364,27,EAST GARFIELD PARK,28,11
609932,Jesse Owens Elementary Community Academy,ES,Chicago,IL,60628,Level 2,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Average,51,Strong,55,91.30%,4.9,93.50%,50,13,340,53,WEST PULLMAN,9,5
610173,Jesse Sherwood Elementary School,ES,Chicago,IL,60621,Level 2,Weak,38,NDA,NDA,Average,47,Average,58,NDA,NDA,Average,51,Strong,56,92.00%,3.9,95.50%,25.7,12.9,355,68,ENGLEWOOD,20,7
609942,Johann W von Goethe Elementary School,ES,Chicago,IL,60647,Level 2,Strong,75,Strong,61,Strong,68,Average,52,Strong,69,Strong,57,Average,53,95.80%,5.6,97.00%,24.9,17.6,786,22,LOGAN SQUARE,1,14
610216,John A Walsh Elementary School,ES,Chicago,IL,60608,Level 2,Strong,60,NDA,NDA,Strong,70,Very Strong,91,NDA,NDA,Average,48,Average,53,95.10%,2.9,95.30%,17.4,12.5,501,31,LOWER WEST SIDE,25,12
609789,John Barry Elementary School,ES,Chicago,IL,60641,Level 2,Weak,35,Average,49,Strong,70,Very Strong,81,Average,41,Average,51,Average,49,95.10%,5.6,96.10%,15.2,12.4,800,20,HERMOSA,31,25
609894,John B Drake Elementary School,ES,Chicago,IL,60616,Level 3,Average,59,Weak,20,Average,57,Average,46,Very Weak,16,Average,50,Average,49,93.80%,43.3,95.90%,7.7,9.5,249,35,DOUGLAS,4,1
610089,John B Murphy Elementary School,ES,Chicago,IL,60618,Level 1,Very Strong,80,NDA,NDA,Strong,75,Average,59,NDA,NDA,Strong,58,Strong,54,95.60%,1.9,96.30%,22,20.7,638,16,IRVING PARK,35,17
610243,John Calhoun North Elementary School,ES,Chicago,IL,60612,Level 1,Average,52,Average,51,Average,44,Average,54,Very Strong,88,Weak,43,Average,48,95.90%,4.6,96.50%,32.8,14.4,328,27,EAST GARFIELD PARK,2,11
609829,John C Burroughs Elementary School,ES,Chicago,IL,60632,Level 2,Average,50,Average,55,Weak,39,Weak,38,Average,53,Average,50,Weak,45,95.60%,0.2,96.10%,25.9,16,510,58,BRIGHTON PARK,12,9
609866,John C Coonley Elementary School,ES,Chicago,IL,60618,Level 1,Very Strong,87,Very Strong,90,Strong,65,Weak,39,Average,56,Strong,58,Strong,55,95.90%,1.4,96.50%,45.3,39,668,5,NORTH CENTER,47,19
609893,John C Dore Elementary School,ES,Chicago,IL,60638,Level 1,Strong,74,Strong,67,Strong,69,Strong,79,Average,51,Strong,58,Weak,46,95.60%,10.8,96.70%,43.8,25.3,590,64,CLEARING,23,8
609959,John Charles Haines Elementary School,ES,Chicago,IL,60616,Level 1,Weak,32,Average,47,Weak,37,Weak,37,Average,48,Weak,43,Weak,43,98.40%,0.3,96.20%,45,25.7,664,34,ARMOUR SQUARE,25,9
610176,John D Shoop Math-Science Technical Academy Elementary School,ES,Chicago,IL,60643,Level 3,Weak,32,Average,47,Average,43,Average,51,Average,42,Average,52,Strong,54,93.20%,40.8,96.30%,12.9,8.3,553,75,MORGAN PARK,34,22
609898,John F Eberhart Elementary School,ES,Chicago,IL,60629,Level 3,Average,42,Average,41,Weak,33,Weak,34,Weak,32,NDA,NDA,NDA,NDA,95.30%,13.1,95.60%,8.9,9.6,1777,66,CHICAGO LAWN,15,8
609919,John Fiske Elementary School,ES,Chicago,IL,60637,Level 3,Very Weak,13,Weak,24,Weak,37,Average,55,Weak,35,Average,47,Average,50,92.90%,37.1,91.70%,4,4,254,42,WOODLAWN,20,3
609718,John F Kennedy High School,HS,Chicago,IL,60638,Level 3,Average,53,Weak,30,Weak,32,Weak,27,Weak,24,NDA,NDA,NDA,NDA,83.00%,22,94.70%,,,1589,56,GARFIELD RIDGE,23,8
610263,John Foster Dulles Elementary School,ES,Chicago,IL,60637,Level 2,Average,42,Weak,22,Average,53,Average,42,Weak,21,Average,51,Strong,55,94.10%,28.2,97.30%,9.1,3.8,537,69,GREATER GRAND CROSSING,20,3
610228,John Greenleaf Whittier Elementary School,ES,Chicago,IL,60608,Level 3,Strong,65,NDA,NDA,Average,45,Weak,24,NDA,NDA,NDA,NDA,NDA,NDA,94.90%,3.8,96.50%,6.3,3.9,409,31,LOWER WEST SIDE,25,10
609694,John Hancock College Preparatory High School,HS,Chicago,IL,60629,Level 3,Average,51,Average,44,Average,44,Average,41,Average,42,Average,50,Weak,44,78.20%,7.5,95.90%,,,967,62,WEST ELSDON,13,8
609971,John Harvard Elementary School of Excellence,ES,Chicago,IL,60620,Level 2,Average,51,Weak,24,Strong,61,Strong,61,Weak,36,Average,47,Strong,55,93.00%,8.7,96.00%,13.8,7.7,476,69,GREATER GRAND CROSSING,17,6
609975,John Hay Elementary Community Academy,ES,Chicago,IL,60651,Level 2,Average,44,NDA,NDA,Average,49,Strong,61,NDA,NDA,Average,52,Strong,55,92.90%,30.8,97.10%,11.9,10,554,25,AUSTIN,37,15
609964,John H Hamline Elementary School,ES,Chicago,IL,60609,Level 2,Weak,33,Weak,24,Weak,29,Average,43,Weak,33,Weak,44,Average,47,94.40%,7.5,95.70%,20.1,6.1,679,61,NEW CITY,20,9
610026,John H Kinzie Elementary School,ES,Chicago,IL,60638,Level 1,Strong,64,NDA,NDA,Average,49,Average,54,NDA,NDA,Average,50,Average,48,95.40%,14.9,95.30%,32.6,19.7,733,56,GARFIELD RIDGE,23,8
610207,John H Vanderpoel Elementary Magnet School,ES,Chicago,IL,60643,Level 2,Strong,74,NDA,NDA,Weak,24,Weak,31,NDA,NDA,Strong,55,Average,50,97.20%,0.3,96.20%,17.7,24.1,317,72,BEVERLY,19,22
609782,John J Audubon Elementary School,ES,Chicago,IL,60618,Level 1,Very Strong,95,Strong,73,Strong,75,Strong,60,Strong,65,Strong,61,Average,47,96.20%,4.5,96.70%,45.3,34.8,580,5,NORTH CENTER,47,19
610126,John J Pershing Elementary Humanities Magnet,ES,Chicago,IL,60616,Level 1,NDA,,Very Strong,90,NDA,,NDA,,Strong,78,NDA,NDA,NDA,NDA,95.50%,19.2,96.70%,54.9,39.2,258,35,DOUGLAS,4,2
610054,John L Marsh Elementary School,ES,Chicago,IL,60617,Level 2,Strong,72,Average,53,Average,53,Weak,39,Average,48,Average,50,Strong,55,95.70%,5.4,95.50%,18.9,14.5,841,51,SOUTH DEERING,10,4
609723,John Marshall Metropolitan High School,HS,Chicago,IL,60624,Level 3,Average,51,Average,52,Average,45,Average,46,Average,42,NDA,NDA,NDA,NDA,74.10%,42.9,95.80%,,,726,27,EAST GARFIELD PARK,28,11
609710,John M Harlan Community Academy High School,HS,Chicago,IL,60628,Level 3,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,81.20%,21.6,94.40%,17.8,15.6,1245,49,ROSELAND,6,5
609954,John Milton Gregory Elementary School,ES,Chicago,IL,60624,Level 1,Average,44,Average,43,Weak,39,Average,43,Average,59,Average,49,Strong,55,95.20%,3.2,94.60%,24.2,19.5,323,27,EAST GARFIELD PARK,24,11
610180,John M Smyth Elementary School,ES,Chicago,IL,60608,Level 3,Weak,37,NDA,NDA,Average,54,Strong,64,NDA,NDA,Weak,43,Average,52,92.40%,20.1,93.30%,6.3,3.2,475,28,NEAR WEST SIDE,2,12
610199,Johnnie Colemon Elementary Academy,ES,Chicago,IL,60643,Level 2,Strong,60,NDA,NDA,Average,56,Strong,63,NDA,NDA,Average,53,Strong,57,95.90%,23.4,95.40%,14.6,18.4,266,53,WEST PULLMAN,34,5
610111,John Palmer Elementary School,ES,Chicago,IL,60630,Level 2,Strong,75,NDA,NDA,Strong,61,Strong,68,NDA,NDA,Strong,65,Strong,61,96.30%,12.8,94.80%,25.3,15.1,919,14,ALBANY PARK,39,17
609775,John P Altgeld Elementary School,ES,Chicago,IL,60636,Level 3,Average,48,Weak,37,Strong,64,Average,58,Weak,35,Weak,46,Average,48,91.90%,32.9,95.50%,16.4,20.9,527,67,WEST ENGLEWOOD,17,7
610184,John Spry Elementary Community School,ES,Chicago,IL,60623,Level 2,Strong,66,Average,59,Strong,70,Strong,67,Average,43,Weak,46,Average,48,96.20%,5.9,97.40%,17.9,7.3,809,30,SOUTH LAWNDALE,12,10
610269,John T McCutcheon Elementary School,ES,Chicago,IL,60640,Level 2,Average,56,Weak,36,Strong,67,Average,41,Average,42,Average,52,Average,53,94.00%,8.8,94.80%,19.5,10.8,355,3,UPTOWN,48,20
610130,John T Pirie Fine Arts & Academic Center Elementary School,ES,Chicago,IL,60619,Level 2,Weak,26,Average,44,Strong,63,Strong,62,Average,46,NDA,NDA,NDA,NDA,93.50%,20.8,95.40%,10.7,20.9,384,44,CHATHAM,6,6
609864,John W Cook Elementary School,ES,Chicago,IL,60620,Level 2,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Weak,45,Average,47,94.00%,26,94.00%,6.4,4.6,482,71,AUBURN GRESHAM,21,6
609937,John W Garvy Elementary School,ES,Chicago,IL,60656,Level 1,Strong,60,Strong,70,Average,50,Average,51,Average,55,Strong,56,Average,49,95.30%,10.2,96.50%,34.4,33.5,720,10,NORWOOD PARK,41,16
610225,John Whistler Elementary School,ES,Chicago,IL,60643,Level 3,Average,45,Weak,32,Average,41,Weak,28,Weak,21,Average,52,Strong,55,92.40%,11.1,97.00%,5.4,4.1,375,53,WEST PULLMAN,34,5
609828,Jonathan Burr Elementary School,ES,Chicago,IL,60622,Level 1,Strong,71,Strong,66,Strong,68,Average,51,Strong,63,Strong,56,Average,49,95.90%,4.3,96.90%,29.1,22.2,348,24,WEST TOWN,1,14
610159,Jonathan Y Scammon Elementary School,ES,Chicago,IL,60641,Level 2,Average,44,NDA,NDA,Weak,21,Weak,20,NDA,NDA,Average,48,Weak,44,95.90%,8,95.30%,14.8,11.9,937,16,IRVING PARK,30,17
609865,Jordan Elementary Community School,ES,Chicago,IL,60626,Level 2,Strong,61,Weak,31,Average,57,Average,49,Very Weak,15,Average,52,Average,51,95.60%,16.4,95.10%,16.9,7.1,753,1,ROGERS PARK,49,24
610313,Jose De Diego Elementary Community Academy,ES,Chicago,IL,60622,Level 3,Average,57,Average,53,Weak,37,Average,40,Strong,64,Average,53,Strong,54,95.00%,29,96.80%,16.7,11.3,869,24,WEST TOWN,1,14
609950,Josefa Ortiz De Dominguez Elementary School,ES,Chicago,IL,60623,NDA,NDA,,Strong,69,NDA,,NDA,,Average,54,Average,51,Strong,55,95.80%,3.6,97.00%,,,793,30,SOUTH LAWNDALE,22,10
610242,Joseph Brennemann Elementary School,ES,Chicago,IL,60613,Level 1,Average,50,Average,56,Average,55,Average,59,Average,54,Average,53,Strong,59,96.50%,13.7,97.70%,18.1,10.9,362,3,UPTOWN,46,19
609938,Joseph E Gary Elementary School,ES,Chicago,IL,60623,Level 2,Weak,32,Weak,27,Weak,29,Weak,28,Very Weak,17,Weak,45,Average,48,96.10%,16.8,96.20%,14.3,7.6,1204,30,SOUTH LAWNDALE,22,10
610041,Josephine C Locke Elementary School,ES,Chicago,IL,60634,Level 1,Average,57,Average,47,Average,49,Average,56,Average,45,Average,47,Average,50,95.50%,2.2,95.10%,21.1,15.6,1317,18,MONTCLARE,36,25
610015,Joseph Jungman Elementary School,ES,Chicago,IL,60608,Level 2,Weak,36,Weak,34,Average,56,Average,53,Average,43,Average,48,Average,49,96.40%,5.3,96.30%,7.8,6.6,286,31,LOWER WEST SIDE,25,12
609925,Joseph Kellman Corporate Community Elementary School,ES,Chicago,IL,60612,Level 2,Average,58,Strong,68,Average,42,Average,45,Average,50,Strong,59,Strong,57,95.20%,4.4,95.80%,13.3,10.5,293,27,EAST GARFIELD PARK,2,11
610043,Joseph Lovett Elementary School,ES,Chicago,IL,60639,Level 2,Average,43,NDA,NDA,Weak,32,Weak,22,NDA,NDA,Average,49,Weak,45,95.40%,16.1,95.40%,9.1,8.3,490,25,AUSTIN,29,25
610189,Joseph Stockton Elementary School,ES,Chicago,IL,60640,Level 2,Weak,37,NDA,NDA,Average,51,Strong,68,NDA,NDA,NDA,NDA,NDA,NDA,94.90%,11,95.30%,18.3,12.4,462,3,UPTOWN,46,19
610218,Joseph Warren Elementary School,ES,Chicago,IL,60617,Level 2,Weak,33,Average,55,Average,49,Average,40,NDA,NDA,Weak,46,Average,50,95.00%,21.6,95.30%,13.7,14.7,328,48,CALUMET HEIGHTS,8,4
610019,Joshua D Kershaw Elementary School,ES,Chicago,IL,60621,Level 2,Strong,62,Strong,63,Strong,69,Average,56,Average,59,Strong,58,Strong,63,94.80%,8.2,96.00%,22.3,16.2,262,68,ENGLEWOOD,20,7
610129,Josiah Pickard Elementary School,ES,Chicago,IL,60608,Level 2,Average,50,Weak,36,Weak,35,Weak,37,Weak,34,Average,48,Strong,54,95.80%,5.1,96.40%,16.1,11,656,31,LOWER WEST SIDE,25,12
610022,Joyce Kilmer Elementary School,ES,Chicago,IL,60626,Level 2,NDA,,Average,43,NDA,,NDA,,Average,42,Average,49,Average,51,96.00%,15.6,96.90%,22.8,15,886,1,ROGERS PARK,40,24
610253,Julia C Lathrop Elementary School,ES,Chicago,IL,60623,Level 3,Strong,67,NDA,NDA,Average,58,Weak,26,NDA,NDA,Weak,40,Average,50,90.50%,113.5,95.50%,5.9,4,83,29,NORTH LAWNDALE,24,10
610000,Julia Ward Howe Elementary School of Excellence,ES,Chicago,IL,60644,Level 1,Strong,67,Average,46,Very Strong,90,Strong,69,Strong,67,Strong,57,Strong,64,96.00%,7.7,97.10%,20.6,9.3,576,25,AUSTIN,37,15
610280,Kate S Buckingham Special Education Center,ES,Chicago,IL,60617,Level 3,Weak,31,NDA,NDA,Weak,24,Weak,20,NDA,NDA,NDA,NDA,NDA,NDA,83.40%,116.9,94.40%,0,0,26,48,CALUMET HEIGHTS,7,4
610016,Kate S Kellogg Elementary School,ES,Chicago,IL,60620,Level 2,Strong,76,NDA,NDA,Average,57,Strong,63,NDA,NDA,Average,53,Weak,46,96.30%,12,95.40%,24.2,30.9,283,72,BEVERLY,19,22
609716,Kelvyn Park High School,HS,Chicago,IL,60639,Level 3,Weak,32,Weak,28,Weak,32,Weak,28,Average,43,NDA,NDA,NDA,NDA,74.40%,12.9,94.50%,,,1252,20,HERMOSA,31,25
609746,Kenwood Academy High School,HS,Chicago,IL,60615,Level 2,Strong,63,NDA,NDA,Average,48,Average,56,NDA,NDA,NDA,NDA,NDA,NDA,88.40%,5.9,95.30%,69.5,31,1852,39,KENWOOD,4,2
609719,Lake View High School,HS,Chicago,IL,60613,Level 2,Strong,64,NDA,NDA,Average,52,Average,43,NDA,NDA,Average,49,Weak,43,87.70%,8.5,96.20%,,,1500,6,LAKE VIEW,47,19
610368,Langston Hughes Elementary School,ES,Chicago,IL,60628,Level 3,Weak,28,Average,54,Very Weak,16,Weak,30,Average,48,Weak,46,Strong,56,90.00%,27.5,95.50%,8.2,6.1,424,49,ROSELAND,34,5
610033,LaSalle Elementary Language Academy,ES,Chicago,IL,60614,Level 1,Very Strong,99,Strong,79,Strong,62,Average,52,Average,43,Average,53,Average,48,96.80%,7,97.60%,55.5,49.5,576,7,LINCOLN PARK,43,18
610520,LaSalle II Magnet Elementary School,ES,Chicago,IL,60622,Level 1,Strong,66,Very Strong,81,Weak,36,Average,52,Strong,79,Strong,55,Average,51,95.10%,5.6,94.80%,33.8,38,609,24,WEST TOWN,1,13
609910,Laughlin Falconer Elementary School,ES,Chicago,IL,60641,Level 2,Average,54,Weak,24,Average,48,Weak,27,Weak,30,Average,49,Average,53,96.10%,5.7,97.00%,21,14.2,1520,19,BELMONT CRAGIN,31,25
610133,Laura S Ward Elementary School,ES,Chicago,IL,60624,Level 3,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,92.90%,3.9,97.50%,14.2,6.9,429,23,HUMBOLDT PARK,27,11
610034,Lawndale Elementary Community Academy,ES,Chicago,IL,60623,Level 3,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,91.00%,18.8,94.80%,3.3,4,508,29,NORTH LAWNDALE,24,10
610024,Lazaro Cardenas Elementary School,ES,Chicago,IL,60623,Level 1,NDA,,Average,58,NDA,,NDA,,Average,58,Average,52,Strong,57,96.30%,3.2,98.50%,26.3,15.8,654,30,SOUTH LAWNDALE,22,10
609907,Leif Ericson Elementary Scholastic Academy,ES,Chicago,IL,60624,Level 2,Weak,33,NDA,NDA,Average,49,Average,52,NDA,NDA,Weak,45,Weak,45,94.70%,20.8,95.10%,13.3,7.7,518,27,EAST GARFIELD PARK,28,11
610298,Lenart Elementary Regional Gifted Center,ES,Chicago,IL,60620,Level 1,Strong,79,Average,58,Average,51,Strong,67,Strong,63,Average,52,Average,52,97.40%,0.3,97.80%,88,86.4,328,44,CHATHAM,21,6
610036,Leslie Lewis Elementary School,ES,Chicago,IL,60651,Level 3,Weak,21,Weak,37,Weak,36,Strong,64,Average,48,Weak,42,Weak,43,91.80%,37.7,95.30%,4,5,565,25,AUSTIN,37,25
609738,Lincoln Park High School,HS,Chicago,IL,60614,Level 2,Strong,65,Strong,61,Average,44,Average,49,Average,45,NDA,NDA,NDA,NDA,84.60%,9.2,96.00%,,,2342,7,LINCOLN PARK,43,18
609807,Lionel Hampton Fine & Performing Arts Elementary School,ES,Chicago,IL,60652,Level 2,Average,42,NDA,NDA,Weak,34,Weak,28,NDA,NDA,Weak,46,Average,51,95.00%,94.9,96.60%,9.4,9.4,658,70,ASHBURN,18,8
609834,Little Village Elementary School,ES,Chicago,IL,60623,Level 1,Average,45,Average,43,Average,52,Strong,66,Average,43,Average,47,Average,50,96.70%,3.2,96.70%,11.3,11.4,842,30,SOUTH LAWNDALE,22,10
610325,Logandale Middle School,MS,Chicago,IL,60618,Level 2,Average,56,NDA,NDA,Weak,32,Weak,28,NDA,NDA,Average,50,Average,51,95.10%,5.1,95.60%,11.6,7.8,941,21,AVONDALE,35,14
609809,Lorenz Brentano Math & Science Academy Elementary School,ES,Chicago,IL,60647,Level 2,Average,57,Average,47,Average,43,Average,46,Weak,32,NDA,NDA,NDA,NDA,94.70%,9.2,97.70%,18.4,8.2,455,22,LOGAN SQUARE,35,14
609773,Louis A Agassiz Elementary School,ES,Chicago,IL,60657,Level 1,Average,53,NDA,NDA,Weak,23,Weak,21,NDA,NDA,Strong,56,Average,47,95.20%,32.6,96.80%,27.5,27.5,432,6,LAKE VIEW,44,19
609774,Louisa May Alcott Elementary School,ES,Chicago,IL,60614,Level 1,NDA,,Strong,66,NDA,,NDA,,Average,57,Strong,60,Weak,41,96.60%,3.7,97.10%,52.6,46.1,481,7,LINCOLN PARK,43,19
610156,Louis Armstrong Math & Science Elementary School,ES,Chicago,IL,60644,Level 3,Average,42,NDA,NDA,Average,49,Strong,62,NDA,NDA,Strong,59,Average,53,92.60%,83.4,97.90%,1.7,7.8,93,25,AUSTIN,29,15
610094,Louis Nettelhorst Elementary School,ES,Chicago,IL,60657,Level 1,Average,58,NDA,NDA,Weak,34,Weak,30,NDA,NDA,NDA,NDA,NDA,NDA,95.50%,5.3,95.90%,38.2,42.4,729,6,LAKE VIEW,44,19
610117,Louis Pasteur Elementary School,ES,Chicago,IL,60629,Level 2,Average,50,NDA,NDA,Average,42,Weak,38,NDA,NDA,NDA,NDA,NDA,NDA,95.00%,5,95.80%,15.9,13.7,1173,62,WEST ELSDON,13,8
610237,Ludwig Van Beethoven Elementary School,ES,Chicago,IL,60609,Level 3,Average,40,NDA,NDA,Average,58,Average,59,NDA,NDA,Weak,46,Average,52,93.70%,11.4,94.70%,16.5,4,411,38,GRAND BOULEVARD,3,2
610108,Luke O'Toole Elementary School,ES,Chicago,IL,60636,Level 3,Very Weak,5,NDA,NDA,Weak,33,Average,40,NDA,NDA,Weak,45,Average,47,89.20%,26.7,94.60%,7.8,4.6,511,67,WEST ENGLEWOOD,15,7
609818,Luther Burbank Elementary School,ES,Chicago,IL,60639,Level 2,Weak,37,NDA,NDA,Average,42,Weak,34,NDA,NDA,Average,47,Average,49,95.20%,9.8,95.50%,20.6,11.3,1139,19,BELMONT CRAGIN,29,25
609817,Lyman A Budlong Elementary School,ES,Chicago,IL,60625,Level 2,Average,59,Average,56,Weak,33,Weak,38,Average,41,Average,50,Average,49,95.40%,3.9,95.70%,26.6,23.7,864,4,LINCOLN SQUARE,40,20
